Age,EducationLevel,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,DistanceFromHome,TrainingTimesLastYear,MonthlyIncome,Attrition,Gender_Male,Department_Finance,Department_HR,Department_IT,Department_Marketing,Department_Operations,Department_Sales,JobRole_Business Development Executive,JobRole_Data Analyst,JobRole_Data Scientist,JobRole_Digital Marketing Manager,JobRole_Finance Manager,JobRole_Financial Analyst,JobRole_HR Executive,JobRole_Marketing Executive,JobRole_Operations Executive,JobRole_Operations Manager,JobRole_Recruiter,JobRole_SEO Specialist,JobRole_Sales Executive,JobRole_Sales Manager,JobRole_Software Engineer,JobRole_Support Executive,JobRole_System Administrator
30,4,2.0,0.0,0.0,4.0,2,1.5,0,4,6.0,49174.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,7.0,7.0,3.0,5.0,3,3.0,1,6,0.0,60592.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54,2,19.0,10.0,6.0,2.0,2,5.0,1,16,10.0,140049.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,5.0,2.0,0.0,5.0,3,4.0,0,26,3.0,59192.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,2,1.0,1.0,1.0,1.5,4,5.0,0,37,0.0,42355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,1,5.0,1.0,0.0,4.0,3,2.0,0,23,1.0,44006.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,2,18.0,8.0,4.0,5.0,3,5.0,0,13,10.0,132133.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56,3,29.0,17.5,7.5,4.0,4,4.0,1,17,0.0,222262.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,2,20.0,8.0,2.0,3.0,3,3.0,0,27,4.0,137195.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,2,2.0,0.0,0.0,1.5,3,5.0,0,22,6.0,45653.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,2,10.0,0.0,0.0,5.0,3,3.0,0,37,2.0,85057.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,4,0.0,0.0,0.0,3.0,3,5.0,1,19,7.0,55302.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57,4,34.5,17.5,7.5,1.5,2,5.0,0,39,4.0,227479.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,2,5.0,3.0,0.0,4.0,4,4.0,0,35,4.0,61237.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,2,22.0,9.0,2.0,3.0,3,3.0,1,13,4.0,149531.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,1,18.0,4.0,2.0,2.0,1,2.0,0,14,7.0,101027.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,5,11.0,1.0,0.0,2.0,4,3.0,1,31,1.0,134866.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56,1,14.0,14.0,6.0,1.5,3,3.0,0,2,1.0,85469.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38,2,10.0,5.0,4.0,4.0,2,4.0,0,39,7.0,92660.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,2,34.5,5.0,3.0,4.0,3,4.0,1,37,8.0,227479.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,2,4.0,3.0,0.0,3.0,4,5.0,1,14,10.0,62183.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44,2,14.0,4.0,2.0,5.0,4,1.5,0,9,9.0,96893.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,3,17.0,13.0,7.5,5.0,4,4.0,0,10,9.0,148889.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,1,10.0,6.0,0.0,4.0,4,5.0,0,7,1.0,75912.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,3,25.0,9.0,6.0,1.5,1,4.0,1,28,3.0,199989.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,1,1.0,1.0,0.0,4.0,3,2.0,0,25,7.0,23680.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,1,3.0,3.0,3.0,3.0,4,2.0,1,28,1.0,41912.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,4,14.0,14.0,7.5,4.0,3,1.5,0,2,3.0,133542.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,2,19.0,6.0,2.0,4.0,3,4.0,0,17,9.0,137223.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,4,3.0,1.0,1.0,3.0,3,4.0,0,4,0.0,69329.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,2,21.0,8.0,5.0,5.0,3,5.0,0,13,1.0,153259.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,2,1.0,1.0,0.0,3.0,4,3.0,1,18,5.0,76615.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,5,5.0,1.0,0.0,4.0,3,3.0,1,3,0.0,93855.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,2,22.0,15.0,7.5,1.5,3,4.0,0,37,0.0,154484.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,4,18.0,6.0,0.0,5.0,4,4.0,0,33,1.0,180454.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,10.0,4.0,0.0,3.0,3,5.0,0,24,5.0,76615.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,4,1.0,0.0,0.0,1.5,2,4.0,0,8,6.0,56173.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1,7.0,2.0,0.0,3.0,3,3.0,0,35,3.0,59917.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,2,10.0,1.0,1.0,3.0,4,4.0,0,2,5.0,76615.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,3,4.0,2.0,0.0,2.0,4,5.0,0,33,3.0,67813.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4,1.0,0.0,0.0,4.0,4,3.0,1,12,3.0,51904.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,4,6.0,4.0,4.0,3.0,3,3.0,1,22,8.0,82417.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,4,5.0,3.0,1.0,1.5,2,2.0,0,13,5.0,73054.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,4,17.0,4.0,4.0,3.0,4,1.5,0,10,2.0,157842.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,2,5.0,3.0,2.0,5.0,4,4.0,0,17,5.0,66949.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,2,9.0,3.0,0.0,4.0,2,2.0,1,5,6.0,78498.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,2.0,2.0,1.0,4.0,2,3.0,0,9,6.0,47012.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,2,8.0,8.0,0.0,4.0,4,3.0,1,13,7.0,74184.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,2,2.0,2.0,2.0,3.0,4,3.0,0,23,3.0,38381.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,2,10.0,9.0,5.0,1.5,4,3.0,1,30,0.0,88229.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,2.0,0.0,0.0,3.0,4,4.0,1,4,5.0,44467.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3,20.0,12.0,3.0,5.0,3,2.0,1,21,7.0,164591.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41,2,6.0,4.0,2.0,5.0,3,2.0,1,9,4.0,62373.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,2,13.0,7.0,0.0,3.0,3,3.0,0,7,2.0,103021.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43,2,10.0,5.0,3.0,1.5,1,3.0,1,16,3.0,91091.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,3,6.0,2.0,2.0,2.0,3,3.0,1,23,7.0,79776.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,3,24.0,0.0,0.0,3.0,3,2.0,0,23,5.0,182164.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,3,20.0,15.0,0.0,4.0,3,5.0,0,31,4.0,172716.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,9.0,5.0,1.0,1.5,3,4.0,1,5,8.0,82905.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,10.0,0.0,0.0,5.0,3,2.0,1,6,9.0,80015.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,1,2.0,0.0,0.0,3.0,2,2.0,0,1,2.0,28125.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,2,18.0,17.0,7.5,5.0,2,5.0,0,28,6.0,134420.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,2,15.0,10.0,7.0,4.0,2,4.0,0,18,8.0,116215.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,1,21.0,17.0,0.0,4.0,2,3.0,0,24,10.0,117951.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,2,4.0,1.0,1.0,4.0,4,4.0,1,13,10.0,61800.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,5,11.0,9.0,3.0,4.0,2,4.0,1,33,3.0,147505.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,5,1.0,1.0,0.0,4.0,2,4.0,0,10,9.0,62647.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,6.0,5.0,4.0,4.0,3,3.0,0,7,9.0,66503.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,1,4.0,1.0,1.0,4.0,3,3.0,1,37,2.0,47369.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,2,3.0,2.0,2.0,5.0,2,1.5,0,32,0.0,39530.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,2,27.0,17.5,5.0,4.0,4,5.0,1,22,8.0,181096.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,5.0,4.0,0.0,4.0,4,4.0,1,16,0.0,81270.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,7.0,0.0,0.0,5.0,2,3.0,1,24,1.0,63207.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,3,8.0,6.0,6.0,2.0,2,5.0,1,14,8.0,100826.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29,1,0.0,0.0,0.0,1.5,4,5.0,0,11,4.0,37727.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,5,18.0,8.0,2.0,3.0,4,5.0,0,19,3.0,209205.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,2,0.0,0.0,0.0,3.0,3,5.0,1,23,8.0,43101.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,3,2.0,0.0,0.0,5.0,1,5.0,0,34,8.0,63002.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
49,2,4.0,1.0,0.0,3.0,3,3.0,0,40,1.0,58210.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3,20.0,2.0,0.0,4.0,3,4.0,0,13,2.0,166411.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2,17.0,2.0,0.0,3.0,2,4.0,0,39,2.0,126518.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,0.0,0.0,0.0,1.5,3,3.0,1,28,4.0,28717.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,4,2.0,0.0,0.0,4.0,3,2.0,0,40,2.0,52720.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,4,0.0,0.0,0.0,5.0,3,5.0,0,16,9.0,49844.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,4,16.0,1.0,0.0,2.0,4,3.0,0,28,5.0,154516.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,15.0,15.0,5.0,4.0,4,5.0,0,4,1.0,136856.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,4,0.0,0.0,0.0,4.0,3,1.5,1,28,5.0,29588.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45,1,10.0,8.0,7.0,2.0,4,1.5,0,12,5.0,66587.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,2.0,2.0,2.0,3.0,2,3.0,1,16,5.0,76615.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,2,33.0,14.0,7.5,5.0,4,3.0,1,36,5.0,213472.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,3,2.0,1.0,1.0,3.0,2,4.0,1,20,5.0,55688.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,11.0,4.0,0.0,2.0,1,3.0,0,26,5.0,89145.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,1,3.0,0.0,0.0,2.0,3,2.0,1,26,4.0,41776.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59,3,11.0,3.0,0.0,4.0,3,2.0,0,22,6.0,100905.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,4,12.0,2.0,0.0,4.0,4,3.0,0,9,4.0,129035.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,2,1.0,0.0,0.0,4.0,3,2.0,0,5,10.0,35828.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,1,1.0,1.0,0.0,1.5,2,4.0,1,17,0.0,29576.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,2,14.0,14.0,0.0,5.0,3,3.0,0,34,8.0,108752.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,22.0,17.5,7.5,3.0,3,2.0,0,2,2.0,145162.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,2,0.0,0.0,0.0,3.0,3,3.0,0,7,5.0,76615.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,3,0.0,0.0,0.0,3.0,3,2.0,0,36,9.0,35687.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,3,6.0,5.0,4.0,3.0,4,2.0,0,13,5.0,72370.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,3,13.0,1.0,1.0,5.0,4,3.0,0,20,7.0,122651.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,2,11.0,2.0,1.0,5.0,4,5.0,0,30,1.0,100609.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,4,5.0,2.0,1.0,3.0,2,5.0,1,30,3.0,91856.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,16.0,14.0,6.0,3.0,3,4.0,0,11,5.0,76615.5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,2,0.0,0.0,0.0,4.0,3,3.0,0,31,8.0,30137.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,4,1.0,1.0,0.0,5.0,3,3.0,0,3,9.0,54944.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,2,5.0,3.0,0.0,2.0,3,3.0,0,2,1.0,59804.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,1,18.0,8.0,1.0,4.0,4,4.0,1,3,9.0,115138.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,4,23.0,4.0,3.0,3.0,3,5.0,0,15,1.0,218049.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,2,5.0,3.0,2.0,5.0,4,2.0,0,17,4.0,54668.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58,3,26.0,1.0,0.0,1.5,4,1.5,0,7,4.0,191337.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,1.0,1.0,1.0,4.0,4,4.0,1,5,6.0,37324.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,3,23.0,17.0,7.5,3.0,4,4.0,0,34,0.0,188036.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,4.0,3.0,2.0,3.0,3,4.0,0,33,1.0,60399.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,1,7.0,4.0,2.0,4.0,2,4.0,1,16,10.0,59986.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3,5.0,2.0,1.0,5.0,3,5.0,1,37,10.0,73702.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,2,1.0,0.0,0.0,4.0,1,3.0,0,3,5.0,41811.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57,2,14.0,10.0,1.0,5.0,3,5.0,1,21,1.0,118814.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,1,10.0,4.0,3.0,3.0,3,5.0,0,8,3.0,81763.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,21.0,5.0,5.0,3.0,3,4.0,1,22,9.0,127406.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,0.0,0.0,0.0,3.0,4,3.0,0,5,5.0,32759.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,1,17.0,13.0,7.5,1.5,4,2.0,0,17,6.0,100030.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,4,11.0,11.0,7.5,4.0,2,3.0,0,37,9.0,127015.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,1,11.0,9.0,6.0,4.0,3,3.0,0,14,4.0,73133.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,2,8.0,7.0,3.0,4.0,3,5.0,0,39,7.0,84469.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,1,10.0,10.0,7.0,4.0,3,2.0,0,28,5.0,65753.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,2,0.0,0.0,0.0,4.0,4,3.0,1,31,4.0,36059.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,4,1.0,1.0,1.0,1.5,3,4.0,0,17,3.0,56553.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,2,7.0,2.0,2.0,2.0,3,2.0,1,35,5.0,71498.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,5,6.0,2.0,0.0,4.0,4,3.0,0,40,5.0,100464.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,2,6.0,4.0,3.0,3.0,4,3.0,1,22,5.0,59946.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,3,4.0,2.0,0.0,1.5,2,4.0,1,29,0.0,69707.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2,1.0,1.0,0.0,3.0,3,2.0,0,10,5.0,29516.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,4,10.0,2.0,0.0,4.0,3,5.0,1,18,0.0,128597.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,3,5.0,1.0,1.0,3.0,2,3.0,1,35,4.0,73066.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,2,1.0,0.0,0.0,4.0,1,5.0,0,16,6.0,41177.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,2,34.0,17.5,7.5,4.0,3,3.0,0,7,0.0,214422.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,2,3.0,1.0,0.0,3.0,3,3.0,0,30,0.0,46194.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,4,9.0,7.0,1.0,4.0,2,2.0,0,19,5.0,106703.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,26.0,17.0,4.0,4.0,3,1.5,1,23,6.0,161364.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,2,1.0,1.0,0.0,4.0,4,3.0,0,8,5.0,40636.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48,3,13.0,3.0,1.0,4.0,2,2.0,1,17,4.0,116776.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56,2,17.0,9.0,2.0,1.5,1,3.0,0,21,5.0,119635.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5,23.0,16.0,2.0,4.0,4,3.0,0,26,2.0,227479.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,3,1.0,1.0,0.0,3.0,1,3.0,0,28,8.0,42030.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,3,21.0,11.0,7.5,5.0,4,2.0,0,39,4.0,161034.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48,4,12.0,12.0,7.5,5.0,3,4.0,1,33,1.0,134018.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1,7.0,4.0,4.0,4.0,3,5.0,0,40,9.0,68495.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56,2,3.0,2.0,0.0,3.0,2,2.0,0,19,9.0,42366.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,2,3.0,0.0,0.0,2.0,1,2.0,1,29,6.0,49668.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37,2,4.0,3.0,0.0,3.0,2,5.0,1,20,5.0,76615.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
