EmployeeID,Age,Gender,Department,JobRole,EducationLevel,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,DistanceFromHome,TrainingTimesLastYear,MonthlyIncome,Attrition,Comments,Temp_Code,Extra_Salary_Text
EMP1677,37,male,IT,Software Engineer,Bachelor's,0,0,0,4,1,3,No,10,2,31658,No,Good,,45000
EMP1678,43,Male,HR,Recruiter,MBA,15,12,1,3,2,4,No,22,10,151970,No,,??,Not Available
EMP1679,35,Female,Finance,Finance Manager,,9,9,8,,1,5,No,30,,,Yes,Check Later,A101,45000
EMP1680,57,Male,IT,Data Scientist,Bachelor's,18,8,3,3,3,3,No,30,3,125545,No,,B202,Not Available
EMP1681,41,Male,Marketing,Marketing Executive,Bachelor's,2,1,0,3,4,3,Yes,16,6,43818,No,Good,A101,Not Available
EMP1682,34,male,Operations,Operations Executive,MBA,4,3,0,3,3,5,No,11,3,84791,No,Check Later,A101,
EMP1683,22,F,HR,HR Executive,Bachelor's,0,0,0,1,4,5,No,22,1,36095,No,Check Later,B202,
EMP1684,31,Male,Operations,Operations Executive,MBA,8,0,0,2,3,3,No,29,9,97847,No,N/A,??,Thirty Thousand
EMP1685,59,Female,Operations,Operations Manager,Diploma,17,13,3,5,3,3,Yes,25,5,107864,No,,999X,
EMP1686,58,female,IT,Data Analyst,Master's,10,7,2,4,4,3,Yes,14,8,98686,No,Pending,A101,Thirty Thousand
EMP1687,54,Male,HR,Recruiter,MBA,1,1,1,3,2,2,No,14,1,45788,No,,,Not Available
EMP1688,58,Female,HR,Recruiter,Bachelor's,11,10,5,3,3,5,No,2,0,98158,No,Pending,B202,45000
EMP1689,54,male,Sales,Business Development Executive,Bachelor's,5,0,0,3,4,3,No,13,7,63324,No,,A101,Not Available
EMP1690,38,Female,Operations,Operations Manager,Bachelor's,10,6,6,4,4,5,No,3,0,92061,No,Check Later,999X,Not Available
EMP1691,50,Male,HR,HR Executive,Master's,26,9,7,4,4,2,Yes,30,0,199133,Yes,,999X,
EMP1692,35,Female,Sales,Sales Manager,Bachelor's,7,0,0,4,4,3,No,18,2,66857,No,Check Later,999X,45000
EMP1693,47,female,Finance,Finance Manager,Master's,11,10,1,4,2,1,No,36,4,98743,No,Check Later,A101,
EMP1694,54,Female,Sales,Business Development Executive,Bachelor's,28,27,5,2,4,4,No,21,8,188560,Yes,Good,A101,45000
EMP1695,58,Male,Marketing,Marketing Executive,Bachelor's,29,27,21,3,3,3,Yes,19,10,184478,No,N/A,B202,Thirty Thousand
EMP1696,53,male,Customer Support,Support Executive,Diploma,1,0,0,3,4,4,Yes,16,9,38829,No,,??,45000
EMP1697,44,Male,IT,System Administrator,Bachelor's,8,2,1,3,3,2,Yes,28,1,70953,Yes,,,Not Available
EMP1698,35,male,Finance,Financial Analyst,Master's,1,1,1,4,3,3,No,4,0,48268,Yes,Good,B202,Not Available
EMP1699,50,Male,Customer Support,Support Executive,MBA,28,22,20,3,3,2,Yes,15,0,243428,No,Good,A101,
EMP1700,37,F,Customer Support,Support Executive,Master's,0,0,0,2,3,3,Yes,1,7,36843,No,,,Thirty Thousand
EMP1701,25,Female,Finance,Finance Manager,Bachelor's,1,1,1,3,1,4,No,16,9,36997,No,,A101,45000
EMP1702,49,Male,Marketing,Marketing Executive,PhD,1,1,1,5,4,3,Yes,20,9,61594,No,N/A,A101,
EMP1703,24,Male,Sales,Business Development Executive,Master's,2,0,0,2,4,4,Yes,33,9,57956,Yes,N/A,??,45000
EMP1704,30,Male,IT,Data Analyst,MBA,7,6,6,4,2,3,Yes,17,1,90924,Yes,Good,??,Thirty Thousand
EMP1705,37,M,Sales,Sales Executive,Bachelor's,4,1,0,3,4,3,Yes,5,8,56299,No,,999X,
EMP1706,30,F,HR,Recruiter,,5,5,3,,3,3,No,5,,,No,Good,,45000
EMP1707,37,Female,Sales,Sales Executive,Diploma,11,6,1,3,3,2,No,39,1,71828,Yes,,,
EMP1708,40,Female,Finance,Finance Manager,Master's,0,0,0,4,2,4,No,13,2,37140,No,Pending,B202,
EMP1709,44,male,IT,Software Engineer,Diploma,14,3,0,3,4,4,No,36,1,96877,No,Pending,,
EMP1710,25,M,Sales,Sales Executive,Bachelor's,1,1,0,5,3,2,No,30,5,38078,No,,999X,Not Available
EMP1711,54,Female,IT,System Administrator,Bachelor's,18,4,3,3,3,2,No,4,6,124280,No,,A101,
EMP1712,26,Female,IT,Data Analyst,,2,1,0,,3,5,Yes,23,,,Yes,,,
EMP1713,22,Female,HR,HR Executive,Master's,0,0,0,5,1,4,Yes,21,2,40590,Yes,,A101,45000
EMP1714,33,Female,HR,HR Executive,Bachelor's,0,0,0,3,3,4,No,21,2,33038,No,Check Later,??,Thirty Thousand
EMP1715,31,Male,Finance,Finance Manager,Bachelor's,3,1,1,4,2,3,Yes,6,1,44674,No,,999X,45000
EMP1716,43,Female,Marketing,Marketing Executive,Master's,0,0,0,4,2,3,Yes,24,1,38422,Yes,,B202,Not Available
EMP1717,36,Female,Customer Support,Support Executive,PhD,13,10,1,3,3,5,No,31,10,161925,No,Pending,B202,Not Available
EMP1718,51,female,IT,System Administrator,Master's,7,6,4,4,4,4,No,19,4,88623,No,N/A,??,Thirty Thousand
EMP1719,31,Male,Marketing,Digital Marketing Manager,MBA,4,1,1,2,3,3,Yes,38,10,76533,Yes,,,Not Available
EMP1720,36,Female,Customer Support,Support Executive,Master's,0,0,0,3,2,4,Yes,12,10,46881,No,Good,B202,Thirty Thousand
EMP1721,28,Female,Customer Support,Support Executive,Master's,5,0,0,2,3,4,No,14,7,68863,No,Check Later,999X,Not Available
EMP1722,24,Female,Finance,Financial Analyst,Bachelor's,0,0,0,5,4,3,No,12,5,36659,No,Check Later,??,Not Available
EMP1723,60,Male,Customer Support,Support Executive,Master's,33,3,0,2,3,3,Yes,15,8,242729,No,Good,A101,Not Available
EMP1724,24,Female,Customer Support,Support Executive,Master's,0,0,0,4,4,2,No,19,10,35285,No,,999X,45000
EMP1725,45,Female,IT,Software Engineer,Master's,23,0,0,5,3,2,No,28,4,179965,No,Good,,45000
EMP1726,23,Female,IT,Data Scientist,Bachelor's,0,0,0,3,4,4,No,40,9,390680,No,,??,Not Available
EMP1727,52,Female,Operations,Operations Manager,Bachelor's,2,2,0,3,2,3,Yes,5,3,44357,No,Good,A101,Not Available
EMP1728,23,Female,Marketing,Marketing Executive,Bachelor's,1,1,1,3,3,4,Yes,5,8,37017,No,Pending,A101,
EMP1729,47,female,Sales,Business Development Executive,Bachelor's,6,5,5,3,3,5,No,6,9,72437,No,,??,45000
EMP1730,49,Male,HR,HR Executive,Bachelor's,14,5,2,3,3,2,No,23,10,101382,No,,??,45000
EMP1731,52,female,Sales,Sales Manager,MBA,20,10,1,4,4,3,Yes,3,4,187910,No,Pending,??,45000
EMP1732,39,Female,Marketing,SEO Specialist,Bachelor's,17,9,2,5,4,4,No,37,0,122993,No,Check Later,B202,Not Available
EMP1733,41,Male,HR,Recruiter,Diploma,2,2,1,5,2,4,Yes,33,4,42164,Yes,,??,Thirty Thousand
EMP1734,25,Male,Sales,Sales Executive,Bachelor's,3,1,0,5,2,4,Yes,21,4,51658,Yes,N/A,B202,45000
EMP1735,38,Male,Operations,Operations Manager,Master's,13,0,0,5,3,3,No,20,4,115818,Yes,,999X,Thirty Thousand
EMP1736,48,female,HR,Recruiter,,23,3,0,,2,3,Yes,1,,,No,,999X,Not Available
EMP1737,42,male,IT,Data Analyst,Bachelor's,1,1,0,4,3,3,No,39,5,39340,No,Pending,999X,
EMP1738,41,female,Sales,Business Development Executive,Master's,13,9,4,5,4,5,No,17,4,123625,No,,A101,
EMP1739,26,Female,HR,HR Executive,Bachelor's,2,0,0,3,4,3,No,29,1,45354,No,Check Later,,45000
EMP1740,21,Female,Operations,Operations Executive,MBA,0,0,0,5,3,5,No,8,9,52679,No,,A101,Thirty Thousand
EMP1741,25,Male,Customer Support,Support Executive,,3,0,0,,4,3,No,26,,,No,,,Thirty Thousand
EMP1742,32,Male,HR,HR Executive,Bachelor's,7,0,0,4,3,5,Yes,28,5,78245,No,,A101,Thirty Thousand
EMP1743,46,Female,HR,Recruiter,Bachelor's,6,2,1,4,2,4,No,34,10,71371,No,N/A,??,
EMP25005,Unknown,Unknown,Unknown,Unknown,Master's,7,2,2,5,3,3,No,26,9,79573,No,,A101,
EMP1745,34,Male,Customer Support,Support Executive,Diploma,5,5,1,2,3,4,Yes,13,10,55260,No,Pending,A101,Not Available
EMP1746,46,Female,Sales,Sales Manager,Bachelor's,4,0,0,4,3,3,Yes,37,2,56197,Yes,,999X,Thirty Thousand
EMP1747,47,male,Finance,Financial Analyst,Bachelor's,7,5,5,3,2,3,Yes,13,8,70301,Yes,N/A,999X,Thirty Thousand
EMP1748,29,F,Sales,Business Development Executive,MBA,1,1,1,3,3,2,No,38,10,44126,No,N/A,A101,
EMP1749,46,F,Customer Support,Support Executive,Diploma,14,12,10,4,3,2,No,25,10,85849,Yes,Good,,45000
EMP1750,42,Female,Marketing,Digital Marketing Manager,Master's,11,5,3,4,4,3,No,23,3,103734,No,Check Later,B202,Thirty Thousand
EMP1751,50,Female,Operations,Operations Executive,Master's,16,4,0,4,3,4,No,22,2,137893,No,Good,B202,Thirty Thousand
EMP1752,37,Female,Sales,Sales Executive,Bachelor's,0,0,0,3,4,4,No,21,6,34366,No,Good,B202,45000
EMP1753,46,female,HR,HR Executive,Diploma,14,14,0,3,4,2,No,30,7,89716,No,Check Later,??,Not Available
EMP1754,56,Male,Operations,Operations Manager,PhD,15,10,9,4,2,5,No,11,6,178846,No,,A101,
EMP1755,21,Female,IT,Software Engineer,Bachelor's,0,0,0,3,3,4,No,4,0,31088,No,Pending,??,45000
EMP1756,28,female,Customer Support,Support Executive,Master's,4,1,1,2,4,5,No,33,0,68950,No,,B202,Not Available
EMP1757,55,Female,Sales,Business Development Executive,Bachelor's,8,3,1,5,3,4,No,12,4,80337,No,Pending,A101,Thirty Thousand
EMP1758,35,Female,Operations,Operations Executive,Bachelor's,0,0,0,3,4,2,No,9,7,30157,No,Good,B202,Thirty Thousand
EMP1759,42,Female,Sales,Sales Executive,Bachelor's,16,13,2,4,2,3,No,32,9,115245,No,,999X,Thirty Thousand
EMP1760,34,Male,Operations,Operations Manager,Diploma,12,9,0,3,1,4,No,11,10,83621,No,N/A,999X,
EMP1761,46,Female,HR,Recruiter,Diploma,12,4,4,3,4,1,No,37,2,76335,No,,B202,Not Available
EMP1762,48,Male,IT,Data Scientist,MBA,20,3,2,3,4,1,No,24,7,174430,No,Check Later,B202,
EMP1763,43,Male,IT,Data Analyst,Bachelor's,20,1,0,3,4,2,No,7,2,138585,No,Check Later,999X,Thirty Thousand
EMP1764,34,Male,Marketing,Marketing Executive,Bachelor's,4,1,0,3,3,3,No,8,3,56391,No,Pending,999X,Thirty Thousand
EMP1765,44,female,Operations,Operations Manager,Bachelor's,9,9,0,3,4,3,No,33,9,76554,Yes,,,
EMP1766,22,Male,Sales,Sales Manager,Master's,0,0,0,3,4,3,Yes,25,6,35234,Yes,,,Thirty Thousand
EMP1767,46,Female,IT,Data Analyst,Diploma,5,1,1,2,4,2,Yes,1,2,50372,No,Pending,,Thirty Thousand
EMP1768,34,Male,Customer Support,Support Executive,Master's,7,0,0,3,3,4,No,3,3,88019,No,Good,,Not Available
EMP1769,27,F,IT,System Administrator,Diploma,2,1,1,2,3,3,No,40,7,36593,No,Pending,??,Not Available
EMP1770,23,Male,Finance,Finance Manager,Diploma,0,0,0,2,4,3,No,28,3,31823,Yes,,B202,Thirty Thousand
EMP1771,43,Female,Finance,Accountant,Diploma,12,4,2,5,3,1,No,33,8,70202,No,Check Later,B202,45000
EMP1772,38,M,IT,System Administrator,MBA,0,0,0,4,3,2,No,1,3,40553,No,Good,B202,Not Available
EMP1773,58,female,Operations,Operations Manager,Diploma,19,12,5,4,3,3,Yes,38,3,112042,No,,999X,45000
EMP1774,55,Male,Marketing,Digital Marketing Manager,Diploma,7,0,0,3,3,2,Yes,27,4,58510,No,Check Later,999X,45000
EMP1775,35,female,IT,Software Engineer,Bachelor's,9,0,0,5,3,3,No,38,0,85878,No,Check Later,,Thirty Thousand
EMP1776,45,Female,HR,HR Executive,MBA,8,0,0,4,1,4,Yes,35,6,101428,Yes,Pending,A101,45000
EMP1777,57,Female,Sales,Sales Manager,Bachelor's,2,1,0,4,4,3,No,10,8,45370,No,Good,??,
EMP1778,48,Male,Marketing,SEO Specialist,Bachelor's,10,8,2,3,3,3,No,12,8,83422,No,N/A,B202,Not Available
EMP1779,30,Male,HR,HR Executive,Diploma,8,0,0,5,3,3,No,10,0,66294,No,Check Later,,
EMP1780,59,male,Marketing,Digital Marketing Manager,Bachelor's,24,4,0,5,2,4,No,34,5,170349,No,Check Later,B202,Thirty Thousand
EMP1781,37,Female,HR,HR Executive,Master's,10,8,8,5,1,5,No,24,2,108411,Yes,,A101,Thirty Thousand
EMP1782,59,Female,Sales,Business Development Executive,Master's,35,29,11,2,2,4,Yes,28,3,262454,Yes,Good,??,Not Available
EMP1783,42,male,Sales,Sales Manager,Bachelor's,6,0,0,3,3,3,No,22,7,63887,No,Good,,Thirty Thousand
EMP1784,46,male,Finance,Accountant,Bachelor's,20,16,12,3,1,3,No,16,3,143695,No,Pending,,Not Available
EMP1785,45,Male,Operations,Operations Manager,Diploma,13,7,3,3,4,3,Yes,13,7,87285,No,,A101,
EMP1786,37,Female,HR,HR Executive,Bachelor's,6,0,0,5,2,5,Yes,36,3,75998,Yes,Good,B202,45000
EMP1787,33,Male,Finance,Financial Analyst,Diploma,7,6,0,1,2,1,Yes,36,8,54666,Yes,,A101,Not Available
EMP1788,40,male,HR,Recruiter,Master's,7,7,2,1,2,5,Yes,23,5,89955,Yes,,B202,Not Available
EMP1789,45,Female,Finance,Financial Analyst,PhD,0,0,0,3,1,4,No,14,0,51074,No,Good,??,Thirty Thousand
EMP1790,24,F,Sales,Business Development Executive,PhD,1,0,0,2,4,4,No,32,9,65818,No,Good,B202,
EMP1791,30,Male,Marketing,Digital Marketing Manager,MBA,3,3,1,2,4,1,No,3,1,57118,No,Pending,A101,Thirty Thousand
EMP1792,23,Male,Customer Support,Support Executive,,0,0,0,,3,4,No,27,,,No,,??,
EMP1793,38,Male,Finance,Finance Manager,Master's,11,4,3,4,2,3,No,19,9,107148,No,,A101,Not Available
EMP1794,56,Male,HR,HR Executive,Bachelor's,34,23,4,1,2,2,Yes,22,6,215889,Yes,Pending,B202,Thirty Thousand
EMP1795,42,Male,HR,HR Executive,Master's,12,5,0,3,3,3,No,1,2,113272,No,N/A,A101,Not Available
EMP1796,54,M,Customer Support,Support Executive,Bachelor's,30,24,21,3,4,5,No,5,0,196960,No,Check Later,A101,Thirty Thousand
EMP1797,28,Male,Operations,Operations Manager,Bachelor's,5,0,0,2,2,3,No,33,7,58999,Yes,Pending,??,Not Available
EMP1798,60,Male,Sales,Business Development Executive,Master's,22,0,0,4,3,3,No,19,9,178131,No,N/A,,
EMP1799,39,male,HR,HR Executive,Bachelor's,3,3,3,4,3,2,No,36,10,42077,Yes,Pending,999X,
EMP1800,57,Female,IT,System Administrator,Bachelor's,15,9,6,4,2,4,Yes,6,10,114173,Yes,Good,A101,
EMP1801,26,male,Marketing,Digital Marketing Manager,MBA,4,1,0,4,3,4,No,15,9,76491,No,N/A,A101,45000
EMP1802,46,Male,Finance,Financial Analyst,Diploma,10,2,1,1,1,4,No,36,6,79781,Yes,,B202,Not Available
EMP1803,54,Female,Operations,Operations Executive,Bachelor's,32,18,14,5,4,3,Yes,33,9,201589,Yes,Check Later,999X,45000
EMP1804,26,Male,Customer Support,Support Executive,MBA,1,1,0,5,2,3,No,24,7,53362,No,,999X,
EMP1805,57,Male,Marketing,Marketing Executive,Master's,28,10,4,5,3,3,No,27,0,215171,No,,,45000
EMP1806,53,M,Sales,Sales Manager,Bachelor's,31,28,4,1,1,3,Yes,11,2,198314,Yes,,B202,
EMP1807,42,Male,Operations,Operations Executive,Bachelor's,6,1,1,5,4,5,No,23,1,75454,No,Good,A101,45000
EMP1808,41,Female,Finance,Accountant,Bachelor's,11,1,0,5,2,3,Yes,33,0,89719,Yes,Pending,A101,Not Available
EMP1809,26,Female,Finance,Finance Manager,MBA,2,0,0,5,4,3,No,29,4,52601,No,Check Later,A101,Thirty Thousand
EMP1810,26,Male,Customer Support,Support Executive,Master's,1,1,1,1,4,3,Yes,31,2,41033,Yes,Good,A101,Not Available
EMP1811,24,M,IT,Software Engineer,,1,0,0,,4,4,No,1,,,No,Check Later,,Thirty Thousand
EMP1812,50,Male,Customer Support,Support Executive,Diploma,15,11,10,5,3,2,Yes,34,7,94997,Yes,,B202,Thirty Thousand
EMP1813,31,Female,Sales,Sales Executive,Diploma,9,3,2,4,3,3,Yes,18,5,63029,No,N/A,,45000
EMP1814,50,F,Operations,Operations Manager,PhD,7,4,0,4,3,4,Yes,18,9,110323,No,,??,45000
EMP1815,51,Female,Operations,Operations Manager,Bachelor's,8,0,0,5,2,3,No,6,8,79756,No,Check Later,??,Not Available
EMP1816,44,F,HR,HR Executive,Master's,8,0,0,3,3,4,No,40,8,96262,Yes,Good,??,45000
EMP1817,29,Male,IT,Data Scientist,Diploma,1,1,1,4,2,2,No,1,10,27568,No,Good,,Thirty Thousand
EMP1818,23,Female,IT,Software Engineer,Master's,0,0,0,3,4,4,No,30,5,44507,No,,A101,45000
EMP1819,51,Male,Operations,Operations Manager,MBA,12,11,0,5,1,2,No,4,1,126295,No,Check Later,A101,45000
EMP1820,60,male,Operations,Operations Manager,Master's,35,19,19,1,3,1,Yes,32,8,251852,Yes,Good,??,Not Available
EMP1821,57,F,Marketing,SEO Specialist,Diploma,24,17,1,3,3,5,No,10,1,141053,No,,B202,Not Available
EMP1822,56,Male,Marketing,Marketing Executive,Master's,23,2,2,4,3,3,Yes,5,2,180372,Yes,Good,??,Thirty Thousand
EMP1823,44,Female,Marketing,Digital Marketing Manager,Master's,11,10,1,4,3,3,No,9,5,103813,No,,999X,Not Available
EMP1824,51,Male,IT,Data Scientist,Bachelor's,16,3,0,4,2,3,No,5,1,117844,No,,??,Not Available
EMP1825,26,Female,HR,HR Executive,MBA,1,0,0,5,3,4,No,11,4,50835,No,Good,B202,
EMP1826,22,Female,Finance,Financial Analyst,Master's,0,0,0,5,2,3,Yes,35,1,37934,Yes,,B202,Not Available
EMP1827,40,F,Marketing,Digital Marketing Manager,MBA,12,1,1,1,4,5,No,27,3,140819,No,Check Later,999X,
EMP1828,48,Female,HR,Recruiter,Master's,17,4,1,3,4,5,Yes,4,10,157609,No,Check Later,B202,Thirty Thousand
EMP1829,31,Male,Customer Support,Support Executive,Diploma,7,5,4,1,4,4,Yes,10,10,63945,No,Good,??,Not Available
EMP1830,24,Male,Sales,Sales Manager,Bachelor's,2,1,0,3,1,3,Yes,39,2,44802,Yes,N/A,??,Thirty Thousand
EMP1831,35,Male,Marketing,SEO Specialist,Bachelor's,0,0,0,3,2,3,No,33,4,27437,Yes,N/A,999X,Thirty Thousand
EMP1832,26,Male,Customer Support,Support Executive,MBA,3,2,2,5,2,4,No,38,5,74424,No,Pending,999X,
EMP1833,50,Male,Finance,Finance Manager,Master's,9,0,0,5,1,2,Yes,8,6,89075,No,Good,??,45000
EMP1834,58,female,Sales,Sales Executive,Master's,11,10,8,2,2,3,Yes,24,9,106185,Yes,Check Later,B202,Not Available
EMP1835,22,Female,Sales,Sales Executive,Bachelor's,0,0,0,1,3,2,No,39,7,32510,No,,B202,Not Available
EMP1836,35,Female,Finance,Accountant,Bachelor's,4,3,1,4,2,2,No,33,8,425769,Yes,,??,Not Available
EMP1837,31,Male,Marketing,Marketing Executive,Master's,8,5,1,3,3,2,Yes,19,3,85744,No,N/A,B202,Thirty Thousand
EMP1838,28,M,IT,System Administrator,Bachelor's,6,4,1,3,4,3,Yes,2,3,60841,No,Good,999X,Thirty Thousand
EMP1839,46,male,Finance,Finance Manager,Bachelor's,7,7,3,5,3,4,No,11,6,73515,No,Check Later,B202,Thirty Thousand
EMP1840,25,Male,Finance,Finance Manager,Master's,3,1,0,5,3,3,No,35,9,53094,No,N/A,999X,
EMP1841,26,male,Finance,Financial Analyst,Diploma,2,1,1,3,3,3,No,17,9,33869,No,,999X,Thirty Thousand
EMP1842,46,Female,Sales,Business Development Executive,Bachelor's,24,1,0,5,3,2,No,3,10,157076,No,Check Later,,Not Available
EMP1843,24,Male,HR,HR Executive,Bachelor's,0,0,0,3,2,3,Yes,22,8,31121,Yes,Good,A101,45000
EMP1844,39,Female,Customer Support,Support Executive,Diploma,12,0,0,4,3,3,Yes,35,10,81690,Yes,Good,999X,Thirty Thousand
EMP1845,40,Female,IT,Data Analyst,PhD,4,0,0,3,3,4,Yes,21,1,87218,No,Good,A101,45000
EMP1846,53,Male,Marketing,Marketing Executive,Bachelor's,15,5,1,2,4,5,Yes,25,10,115834,Yes,Good,B202,Thirty Thousand
EMP1847,40,F,Marketing,Marketing Executive,Diploma,10,0,0,5,4,2,No,39,5,67140,No,Good,A101,Thirty Thousand
EMP1848,32,female,Customer Support,Support Executive,Bachelor's,5,5,4,3,3,3,No,2,9,63038,No,,A101,Thirty Thousand
EMP1849,21,Female,HR,HR Executive,Master's,0,0,0,4,3,3,No,1,9,40999,No,,A101,
EMP1850,46,Female,Finance,Finance Manager,Bachelor's,4,0,0,3,2,5,Yes,7,7,57199,No,Check Later,A101,Not Available
EMP1851,34,Female,IT,Data Scientist,Master's,12,11,8,1,4,4,No,20,4,113933,No,,,
EMP1852,58,Female,Marketing,Marketing Executive,,27,14,6,,3,5,No,6,,,No,Check Later,A101,45000
EMP1853,57,Female,Customer Support,Support Executive,Diploma,24,18,16,3,2,3,Yes,36,7,138247,Yes,N/A,B202,Thirty Thousand
EMP1854,31,Male,Operations,Operations Manager,Bachelor's,2,2,0,4,2,5,No,21,0,50488,No,N/A,999X,Not Available
EMP1855,56,Female,Customer Support,Support Executive,MBA,34,21,17,3,2,2,Yes,35,5,283679,Yes,Check Later,,
EMP1856,33,female,Marketing,Marketing Executive,MBA,6,1,1,4,4,2,Yes,36,9,82690,No,N/A,,Not Available
EMP1857,23,Female,Finance,Financial Analyst,Diploma,0,0,0,4,2,5,No,8,8,29111,Yes,Good,A101,Thirty Thousand
EMP1858,53,Male,Operations,Operations Executive,Bachelor's,5,4,0,4,3,5,No,4,5,71315,No,,,45000
EMP1859,26,female,HR,Recruiter,MBA,2,1,1,3,3,2,Yes,16,6,56135,No,,999X,
EMP1860,30,Male,IT,Data Analyst,Bachelor's,6,6,3,5,3,2,Yes,3,3,59116,No,Check Later,A101,Not Available
EMP1861,25,Male,HR,Recruiter,,0,0,0,,4,1,No,7,,,No,Check Later,??,
EMP1862,43,Male,HR,Recruiter,Diploma,17,11,2,3,4,2,No,2,0,97603,Yes,Good,,Not Available
EMP1863,30,Male,Customer Support,Support Executive,MBA,5,5,0,2,3,3,No,1,8,439012,No,,B202,Thirty Thousand
EMP1864,22,male,IT,Data Scientist,,0,0,0,,1,5,Yes,1,,,No,Check Later,A101,
EMP1865,33,Female,IT,Data Analyst,MBA,7,6,6,1,3,4,Yes,38,2,99990,Yes,,,
EMP1866,60,Male,Marketing,Marketing Executive,Master's,16,8,5,4,3,4,Yes,7,3,147400,No,,,Not Available
EMP1867,22,M,Marketing,SEO Specialist,Bachelor's,0,0,0,2,3,4,Yes,24,9,33921,Yes,Check Later,,
EMP1868,40,M,IT,Data Scientist,MBA,0,0,0,3,3,3,Yes,5,5,42934,No,Pending,,Thirty Thousand
EMP1869,21,M,Operations,Operations Manager,Bachelor's,0,0,0,4,2,4,Yes,21,5,34373,Yes,Good,,
EMP1870,57,Male,Sales,Sales Executive,Bachelor's,16,12,9,3,3,3,No,28,8,120554,No,Pending,??,Thirty Thousand
EMP1871,29,Female,Marketing,Digital Marketing Manager,Master's,1,0,0,2,2,3,Yes,18,3,39936,Yes,N/A,A101,
EMP1872,37,F,Sales,Business Development Executive,Master's,11,4,3,2,4,3,No,24,4,111877,No,Good,999X,Thirty Thousand
EMP1873,29,male,Customer Support,Support Executive,MBA,7,4,4,4,3,3,Yes,32,4,97628,No,Good,B202,Not Available
EMP1874,31,Male,Operations,Operations Manager,Bachelor's,7,5,3,2,3,4,No,33,2,75507,Yes,,??,
EMP1875,35,Male,IT,Software Engineer,Master's,6,4,4,3,1,5,Yes,10,1,84312,No,,999X,Thirty Thousand
EMP1876,44,Female,Operations,Operations Executive,Master's,9,9,5,3,3,3,No,9,7,99089,No,,,Thirty Thousand
EMP1877,58,M,Marketing,SEO Specialist,Diploma,28,15,9,4,3,4,Yes,33,9,154822,Yes,,B202,
EMP1878,55,Female,HR,Recruiter,Bachelor's,19,6,2,4,2,2,No,33,8,132553,No,,B202,Thirty Thousand
EMP1879,50,Female,Customer Support,Support Executive,Bachelor's,15,3,3,5,4,4,No,7,9,112804,No,,999X,Not Available
EMP1880,51,Male,IT,Software Engineer,Bachelor's,16,10,2,1,3,3,No,4,10,114875,No,Good,A101,
EMP1881,25,Female,Finance,Financial Analyst,PhD,3,3,3,3,3,1,Yes,28,8,66705,No,Check Later,??,Not Available
EMP1882,34,female,Customer Support,Support Executive,Master's,2,1,1,3,3,3,No,23,4,49852,No,Pending,999X,45000
EMP1883,31,Female,Sales,Business Development Executive,Master's,7,5,4,2,3,4,No,32,10,489787,No,Good,??,45000
EMP1884,29,male,Operations,Operations Manager,PhD,7,6,3,3,3,2,Yes,16,8,102328,No,,B202,Not Available
EMP1885,54,F,IT,Software Engineer,Bachelor's,7,6,5,3,3,5,No,10,3,74453,No,,,Not Available
EMP1886,32,Male,Customer Support,Support Executive,MBA,5,0,0,3,3,2,No,14,1,71820,Yes,Good,B202,Not Available
EMP1887,55,Female,Operations,Operations Executive,Bachelor's,28,12,0,4,3,5,No,39,2,188328,Yes,N/A,999X,Thirty Thousand
EMP1888,55,Male,IT,System Administrator,,25,10,3,,2,4,No,36,,,No,Good,??,Not Available
EMP1889,21,female,Marketing,Digital Marketing Manager,Bachelor's,0,0,0,4,2,3,No,34,4,35377,No,N/A,A101,Not Available
EMP1890,60,Female,Customer Support,Support Executive,MBA,30,29,10,3,1,3,No,24,0,262906,Yes,Good,??,Not Available
EMP1891,42,Female,Marketing,SEO Specialist,Bachelor's,11,2,1,3,3,4,No,18,10,97627,No,,A101,Thirty Thousand
EMP1892,49,female,Customer Support,Support Executive,Bachelor's,27,8,8,3,3,4,No,16,0,185212,Yes,,,Not Available
EMP1893,28,Female,Marketing,SEO Specialist,Master's,3,1,1,1,4,4,No,37,10,56126,No,Check Later,999X,Not Available
EMP1894,31,M,Operations,Operations Manager,Bachelor's,6,5,2,1,2,3,No,25,10,62137,Yes,,B202,Thirty Thousand
EMP1895,57,Female,Finance,Finance Manager,Master's,16,10,3,3,4,3,No,8,6,134555,No,,??,
EMP1896,34,Male,Customer Support,Support Executive,Bachelor's,8,2,2,5,3,5,Yes,24,1,79297,No,,999X,Not Available
EMP1897,50,Female,Customer Support,Support Executive,Master's,6,2,1,4,4,3,No,20,7,80072,No,Good,B202,45000
EMP1898,55,female,Marketing,Digital Marketing Manager,Bachelor's,11,4,2,1,3,3,Yes,30,5,88778,Yes,Good,B202,Not Available
EMP1899,41,Male,IT,Software Engineer,Diploma,6,5,0,5,3,3,Yes,20,3,50529,No,,??,Not Available
EMP1900,57,female,Customer Support,Support Executive,Bachelor's,17,16,3,4,1,4,Yes,18,8,125462,No,Good,B202,Not Available
EMP1901,25,M,Marketing,Marketing Executive,Bachelor's,2,2,1,4,2,4,No,4,9,48233,No,Good,999X,45000
